tank_id,image,isPrem,name,avg_earnings,profit_per_minute,avg_repair_cost,avg_profit,avg_ammo_cost,earnings_per_minute,nation,cost_per_shot,battles,tier,class,avg_consumables_cost
1569,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A07_T20.png,False,T20,30574,-17,6918,-93,18590,5756,USA,1898,3182,7,MT,5158
801,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A10_M6.png,False,M6,37532,-73,4805,-342,26575,8019,USA,2537,9997,6,HT,6494
1073,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch04_T34_1.png,False,T-34-1,31525,-70,7410,-371,19250,5987,China,1974,962,7,MT,5237
16401,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G97_Waffentrager_IV.png,False,WT auf Pz. IV,39318,-68,10986,-447,20350,6053,Germany,2460,11452,9,TD,8428
7425,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R47_ISU-152.png,False,ISU-152,29251,-78,9497,-449,14883,5092,USSR,2733,4129,8,TD,5320
8193,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R53_Object_704.png,False,Obj. 704,37442,-83,10964,-524,19361,5983,USSR,3024,3029,9,TD,7641
18753,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F100_Panhard_EBR_90.png,False,EBR 90,33595,-122,11280,-564,11032,7282,France,1444,5935,9,LT,11847
6161,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G25_PzII_Luchs.png,False,Luchs,23353,-126,1576,-579,16619,5116,Germany,459,2708,4,LT,5737
13841,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G88_Indien_Panzer.png,False,Indien-Pz.,27490,-165,10420,-857,14574,5304,Germany,1492,5206,8,MT,3352
6417,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G28_PzIII_IV.png,False,Pz. III/IV,41714,-155,2720,-860,36375,7528,Germany,1804,822,5,MT,3478
4769,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It31_CC_67_B.png,False,SMV CC-67,33420,-162,10361,-867,19493,6255,Italy,2520,6634,8,TD,4432
3153,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB10_Black_Prince.png,False,Black Prince,30099,-172,8921,-899,18279,5788,UK,1306,2436,7,HT,3798
9265,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch49_BZ_68.png,False,BZ-68,45236,-176,15654,-944,24043,8470,China,3129,3348,9,HT,6483
5249,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S27_UDES_16.png,False,UDES 16,40534,-189,15083,-1066,21295,7211,Sweden,2266,22891,9,MT,5221
8481,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A38_T92.png,False,T92 HMC,41778,-188,17996,-1210,16246,6498,USA,2514,5540,10,SPG,8746
5377,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R19_IS-3.png,False,IS-3,36456,-244,10810,-1217,21362,7317,USSR,2803,8567,8,HT,5500
16449,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png,False,AMX 65 t,34899,-253,11076,-1279,20932,6905,France,2529,1892,8,HT,4169
18177,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R109_T54S.png,False,T-54 ltwt.,30420,-314,13227,-1403,10893,6827,USSR,1607,4204,9,LT,7703
1585,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch05_T34_2.png,False,T-34-2,33749,-260,11159,-1418,18708,6207,China,2002,1069,8,MT,5299
61457,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G107_PzKpfwIII_AusfK.png,True,Pz. III K,38817,-302,1889,-1487,22562,7899,Germany,1457,342,5,MT,15852
5969,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB23_Centurion.png,False,Centurion I,35925,-316,11833,-1604,20615,7082,UK,1802,17296,8,MT,5080
11537,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G71_JagdPantherII.png,False,JPanther II,27628,-294,9421,-1626,14890,5002,Germany,2182,1464,8,TD,4942
2161,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz02_TVP_T50.png,False,Škoda T 50,41686,-300,14066,-1662,22571,7537,Czech,1913,7628,9,MT,6711
10017,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A36_Sherman_Jumbo.png,False,M4A3E2,27728,-344,5052,-1679,21262,5683,USA,1484,990,6,MT,3093
3873,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A11_T29.png,False,T29,36122,-324,6686,-1689,24799,6941,USA,2685,8542,7,HT,6326
2097,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch12_111_1_2_3.png,False,WZ-111 1-4,43048,-309,15473,-1696,24052,7843,China,2767,1512,9,HT,5218
14673,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB80_Charioteer.png,False,Charioteer,31848,-311,7887,-1784,19466,5560,UK,2192,6992,8,TD,6279
13393,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB44_Archer.png,False,Archer,33763,-338,2129,-1832,15918,6240,UK,1060,102,5,TD,17549
11297,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A68_T28_Prototype.png,False,T28 Prot.,29944,-343,8669,-1858,18961,5527,USA,2359,2766,8,TD,4173
8209,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G52_Pz38_NA.png,False,Pz. 38 nA,33126,-364,1145,-1867,26123,6467,Germany,1277,957,4,LT,7724
3425,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J14_Type_61.png,False,Type 61,42330,-343,14961,-1945,24220,7461,Japan,2149,3388,9,MT,5094
3137,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F08_AMX_50_100.png,False,AMX 50 100,37419,-408,10572,-1997,21182,7653,France,2280,2300,8,HT,7662
2177,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S17_EMIL_1952_E2.png,False,Emil II,43083,-366,14100,-2001,23857,7897,Sweden,2567,3518,9,HT,7127
3345,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G08_Pz38t.png,False,Pz. 38 (t),20257,-404,592,-2041,19925,4016,Germany,699,433,3,LT,1780
577,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F01_RenaultFT.png,False,FT,16039,-430,0,-2071,18110,3336,France,192,106,1,LT,0
10529,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A58_T67.png,False,T67,25545,-389,2002,-2077,19793,4785,USA,1222,3194,5,TD,5826
56609,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png,True,T28 HTC,27446,-416,5424,-2101,18475,5435,USA,2315,1860,7,TD,5647
8785,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB73_AT2.png,False,AT 2,21484,-417,2617,-2111,16982,4251,UK,930,912,5,TD,3996
47121,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png,True,Kpz 50 t,55670,-380,15325,-2178,31363,9723,Germany,2330,7090,9,MT,11160
3217,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl05_50TP_Tyszkiewicza.png,False,50TP,43017,-408,16801,-2224,22002,7900,Poland,2858,2761,9,HT,6438
4497,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl23_CS_53.png,False,CS-53,30869,-458,10670,-2265,16277,6246,Poland,1970,4816,8,MT,6186
9761,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee.png,False,Chaffee,28557,-504,2043,-2278,20063,6329,USA,1628,1111,5,LT,8728
21249,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R93_Object263.png,False,Obj. 263,42042,-431,15223,-2399,21061,7568,USSR,2637,5246,9,TD,8157
7697,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G37_Ferdinand.png,False,Ferdinand,30719,-438,11527,-2549,15787,5287,Germany,2196,2639,8,TD,5953
11521,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R81_IS8.png,False,T-10,45802,-504,15868,-2586,25644,8938,USSR,3000,7452,9,HT,6875
18209,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A100_T49.png,False,T49,33999,-566,13672,-2703,10014,7125,USA,1609,2886,9,LT,13016
5713,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB24_Centurion_Mk3.png,False,Centurion 7/1,43569,-500,14485,-2717,23755,8018,UK,2177,32203,9,MT,8046
51489,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A19_T2_lt.png,True,T2 Light,18920,-849,404,-2718,19769,5913,USA,220,457,2,LT,1466
4353,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R20_T-44.png,False,T-44,33057,-562,10938,-2827,19562,6574,USSR,2066,7688,8,MT,5384
15681,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png,False,AMX 30,46406,-505,13406,-2831,25202,8281,France,2242,2370,9,MT,10629
2657,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J13_STA_1.png,False,STA-1,28590,-545,11867,-2857,14974,5458,Japan,1431,2133,8,MT,4604
5409,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A23_M7_med.png,False,M7,31171,-500,1626,-2894,15676,5387,USA,844,351,5,LT,16763
61729,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A125_AEP_1.png,True,AE Phase I,46502,-596,15530,-3169,28119,8759,USA,2728,15553,9,HT,6021
11073,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F37_AMX50_Foch.png,False,Foch,41897,-542,11051,-3284,30855,6917,France,2976,1410,9,TD,3274
18705,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G110_Typ_205.png,False,Mäuschen,44559,-605,18897,-3415,24319,7905,Germany,3088,11939,9,HT,4757
10513,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G67_VK4502A.png,False,VK 45.02 A,39792,-723,11852,-3449,25082,8342,Germany,2682,695,8,HT,6307
19009,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F108_Panhard_EBR_105.png,False,EBR 105,43003,-759,15718,-3454,10864,9458,France,1731,29180,10,LT,19875
11009,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R73_KV4.png,False,KV-4,41497,-669,12670,-3492,27185,7960,USSR,2871,2323,8,HT,5133
14865,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G91_Pro_Ag_A.png,False,Leopard PT A,43992,-604,13613,-3558,25278,7477,Germany,2587,19147,9,MT,8659
7953,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G44_JagdTiger.png,False,Jagdtiger,39116,-580,14825,-3576,20237,6345,Germany,2445,3789,9,TD,7630
3649,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F18_Bat_Chatillon25t.png,False,B-C 25 t,49378,-701,21234,-3621,19201,9567,France,1935,7381,10,MT,12563
44545,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png,True,Obj. 777 II,45778,-703,17475,-3787,26669,8503,USSR,2975,2582,9,HT,5421
5681,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch28_WZ_132A.png,False,WZ-132A,30370,-859,12446,-3858,12193,6762,China,2053,1109,9,LT,9589
4929,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png,False,AMX 13 90,33835,-796,11892,-3859,16095,6982,France,1941,6303,9,LT,9706
43073,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png,True,Lorraine 50 t,46404,-767,15241,-3885,26327,9164,France,2866,1500,9,HT,8721
19713,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R151_Object_257_2.png,False,Obj. 257,43151,-726,16165,-3904,25788,8024,USSR,2915,4247,9,HT,5102
17953,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A97_M41_Bulldog.png,False,M41 Bulldog,23543,-1065,8671,-4027,9160,6229,USA,1382,1689,8,LT,9739
1841,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch18_WZ-120.png,False,WZ-120,42087,-720,15953,-4028,22287,7526,China,2323,1544,9,MT,7875
2721,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It08_Progetto_M40_mod_65.png,False,Progetto 65,48056,-737,21406,-4034,20072,8779,Italy,1750,6411,10,MT,10611
21281,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A144_M_VI_Y.png,False,M-VI-Y,43280,-767,15601,-4062,27383,8176,USA,2417,1101,9,HT,4358
8225,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A39_T28.png,False,T28,34944,-722,11568,-4073,21771,6196,USA,2476,2580,8,TD,5676
4897,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A25_M2_med.png,False,M2 Medium,15070,-1125,918,-4283,14348,3961,USA,995,180,3,MT,4086
8241,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch37_WZ111G_FT.png,False,WZ-111G FT,43627,-634,12477,-4306,26060,6431,China,3670,1602,9,TD,9396
19985,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G125_Spz_57_Rh.png,False,Rhm. Pzw.,43536,-900,20127,-4349,15747,9017,Germany,1881,4931,10,LT,12010
57425,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB97_Chimera.png,True,Chimera,42928,-776,10901,-4378,25589,7614,UK,2942,2514,8,MT,10814
8465,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G64_Panther_II.png,False,Panther II,35727,-852,12203,-4476,21351,6800,Germany,1983,2813,8,MT,6649
3185,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz16_TNH_T_vz51.png,False,TNH T Vz. 51,43855,-824,15753,-4506,25154,8018,Czech,2861,7880,9,HT,7453
5937,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch29_Type_62C_prot.png,False,WZ-132-1,42870,-893,18704,-4579,16086,8365,China,2142,1077,10,LT,12659
2977,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It15_Rinoceronte.png,False,Rinoceronte,50488,-842,20272,-4641,26910,9160,Italy,2991,16520,10,HT,7948
2913,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J06_Ke_Ho.png,False,Ke-Ho,32418,-897,1062,-4729,30181,6148,Japan,1300,335,4,LT,5904
60433,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G108_PzKpfwII_AusfD.png,True,Pz. II D,21170,-1359,449,-4990,25082,5768,Germany,279,105,2,LT,628
12369,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB31_Conqueror_Gun.png,False,ConquerorGC,41267,-760,18437,-5015,17849,6257,UK,2460,4680,10,SPG,9996
3921,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB11_Caernarvon.png,False,Caernarvon,38303,-1045,11475,-5116,25137,7829,UK,2079,7711,8,HT,6807
17217,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F88_AMX_13_105.png,False,AMX 13 105,39486,-1137,17841,-5270,13173,8525,France,1899,6887,10,LT,13742
17169,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G83_Pz_IV_AusfA.png,False,Pz. IV A,15926,-1074,734,-5320,19383,3216,Germany,883,166,3,MT,1129
12097,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png,False,AMX AC 48,31391,-947,8730,-5370,19786,5537,France,2355,1628,8,TD,8244
4385,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A12_T32.png,False,T32,41234,-1048,11364,-5450,28855,7935,USA,2620,4049,8,HT,6465
1121,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png,False,Chi-Ri,28819,-1031,7588,-5467,21845,5435,Japan,1373,1614,7,MT,4853
5137,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G16_PzVIB_Tiger_II.png,False,Tiger II,41787,-1073,11557,-5478,28100,8187,Germany,3041,8478,8,HT,7607
5729,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J23_Mi_To.png,False,O-I Exp.,34423,-1071,3144,-5693,32818,6476,Japan,1993,409,5,HT,4154
4193,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J25_Type_4.png,False,Type 4 Heavy,41205,-1030,17038,-5806,24307,7311,Japan,3517,854,9,HT,5665
7441,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G58_VK4502P.png,False,VK 45.02 B,51333,-1048,15884,-5837,30169,9218,Germany,3565,1255,9,HT,11117
32769,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R183_K_91_PT.png,True,K-91-PT,35200,-1004,12585,-5905,22820,5984,USSR,2437,2392,9,TD,5699
4433,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB12_Conqueror.png,False,Conqueror,47441,-1105,16789,-6001,28819,8735,UK,2664,14075,9,HT,7834
19201,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R132_VNII_100LT.png,False,T-100 LT,40151,-1247,19086,-6040,11915,8292,USSR,1574,9233,10,LT,15190
6481,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB60_Covenanter.png,False,Covenanter,31060,-1457,2058,-6090,23008,7431,UK,879,2377,5,LT,12084
9745,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G55_E-75.png,False,E 75,49215,-1114,16452,-6269,29526,8749,Germany,3454,14243,9,HT,9505
22529,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R171_IS_3_II.png,False,IS-3-II,50310,-1153,15257,-6319,35215,9180,USSR,3144,3190,9,HT,6156
2865,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch11_110.png,False,110,32837,-1249,10918,-6334,22287,6477,China,2627,751,8,HT,5965
2065,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G06_PzII.png,False,Pz. II,15117,-1642,719,-6387,19741,3887,Germany,167,948,2,LT,1044
9505,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A66_M103.png,False,M103,45043,-1247,16827,-6687,27664,8400,USA,2710,3972,9,HT,7238
1905,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz07_TVP_46.png,False,TVP VTU,29667,-1324,11665,-6754,20007,5817,Czech,1994,1680,8,MT,4749
19217,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G121_Grille_15_L63.png,False,Grille 15,38747,-1100,15638,-6869,18422,6206,Germany,2586,15222,10,TD,11556
4417,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F11_Renault_G1R.png,False,G1 R,36949,-1417,2100,-7112,28274,7364,France,2470,169,5,MT,13686
5537,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It24_Controcarro_1_Mk2.png,False,CC-1 Mk. 2,41898,-1249,15709,-7150,27873,7322,Italy,3188,7461,9,TD,5466
1825,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A02_M2_lt.png,False,M2 Light,17913,-2039,514,-7324,23682,4987,USA,244,852,2,LT,1040
13137,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB81_FV4004.png,False,Conway,33596,-1279,11130,-7723,24422,5566,UK,2837,4549,9,TD,5767
10257,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G54_E-50.png,False,E 50,48276,-1446,15424,-7879,31524,8864,Germany,2807,9981,9,MT,9206
8993,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton.png,False,M46 Patton,40748,-1496,16073,-7990,26969,7630,USA,2714,1781,9,MT,5695
60241,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB37_Valliant.png,True,Valiant,28880,-1349,2466,-8048,26812,4841,UK,1477,506,5,MT,7650
5505,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S28_UDES_15_16.png,False,UDES 15/16,49112,-1461,22045,-8065,25943,8899,Sweden,2411,36161,10,MT,9189
10753,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R63_ST_I.png,False,ST-I,44890,-1439,15707,-8135,31205,7943,USSR,3300,1922,9,HT,6113
3905,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F09_AMX_50_120.png,False,AMX 50 120,43341,-1516,14238,-8191,28501,8023,France,2984,1733,9,HT,8793
8081,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl22_CS_59.png,False,CS-59,43232,-1490,16421,-8201,27826,7857,Poland,2658,5778,9,MT,7186
62753,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A128_concept_1b.png,True,Concept 1B,59653,-1502,15123,-8438,38946,10623,USA,2976,6581,9,HT,14022
45313,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R160_T_50_2.png,True,T-50-2,23071,-2027,8592,-8538,16112,5479,USSR,1252,6809,6,LT,6904
12289,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R57_A43.png,False,A-43,29764,-1853,4572,-8876,27549,6213,USSR,1511,1389,6,MT,6519
16705,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F83_AMX_M4_Mle1949_Bis.png,False,AMX M4 51,47044,-1647,16205,-9012,31690,8597,France,3162,5482,9,HT,8160
58961,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB100_Manticore.png,False,Manticore,43963,-1717,16851,-9118,19261,8282,UK,3323,10510,10,LT,16969
52561,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB32_Tortoise.png,False,Tortoise,47247,-1597,14732,-9222,34945,8184,UK,2753,8543,9,TD,6792
20737,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R153_Object_705.png,False,Obj. 705,45888,-1705,16937,-9402,29533,8325,USSR,3285,1800,9,HT,8820
17665,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R104_Object_430_II.png,False,Obj. 430 II,39013,-1701,14134,-9508,27672,6982,USSR,2456,666,9,MT,6714
13313,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R60_Object416.png,False,Obj. 416,31595,-1834,9720,-9634,24921,6017,USSR,2726,865,8,MT,6589
15393,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A89_T54E1.png,False,T54E1,46589,-1862,16828,-9659,28204,8983,USA,2805,1714,9,HT,11216
13569,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R88_Object268.png,False,Obj. 268,40656,-1574,17068,-9664,23393,6624,USSR,3287,4537,10,TD,9858
11281,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G39_Marder_III.png,False,Marder 38T,20562,-1710,1087,-9916,28675,3547,Germany,1952,1499,4,TD,715
19473,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G134_PzKpfw_VII.png,False,Pz.Kpfw. VII,52452,-1738,24538,-9949,29697,9165,Germany,3466,1324,10,HT,8166
19489,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A116_XM551.png,False,Sheridan,42978,-2061,19715,-10125,16432,8748,USA,2083,2171,10,LT,16955
7937,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R40_T-54.png,False,T-54,40641,-1980,15194,-10209,28543,7884,USSR,2837,5745,9,MT,7113
16897,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R97_Object_140.png,False,Obj. 140,54204,-1982,21637,-10300,30711,10434,USSR,2326,13456,10,MT,12155
62257,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_QL.png,True,WZ-111 QL,59459,-1936,23147,-10350,34913,11126,China,3277,411,10,HT,11748
34817,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R191_Object_283.png,True,Obj. 283,39971,-2024,15107,-10472,26046,7725,USSR,2712,2228,9,MT,9289
2417,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz04_T50_51.png,False,TVP T 50/51,50875,-2015,20294,-10574,29317,9696,Czech,2121,12109,10,MT,11837
15425,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F72_AMX_30.png,False,AMX 30 B,50900,-1918,21645,-10769,27779,9067,France,2262,1387,10,MT,12244
12049,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G72_JagdPz_E100.png,False,Jg.Pz. E 100,45302,-1815,18103,-10792,28096,7622,Germany,5512,10111,10,TD,9894
