damage_received,survival,damage_received_from_invisible,life_time,nation,player_winrate,winrate,image,isPrem,class,difference,tier,damage_blocked,battles,shots_fired,spots,tank_id,direct_hits,sniper_damage,spotting_assist,base_defense_points,wn8,frags,penetrations,base_capture_points,distance_traveled,hit_rate,name,tracking_assist,potential_damage_received,pen_rate,damage
2023,29.04,461,317,USSR,50.72,48.55,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R178_Object_780.png,True,HT,-2.17,10,984,8520,8.32,1.16,32001,6.55,330,455,0.31,1594,0.89,4.41,0.7,1429,78.69,Obj. 780,77,2906,67.34,2155
878,17.73,285,230,France,52,53.28,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F106_Panhard_EBR_75_Mle1954.png,True,LT,1.28,8,15,8518,9.12,3.27,43585,6.56,171,696,0.48,1660,0.72,4.73,0.31,2677,71.94,EBR 75 FL 10,23,849,72.04,906
534,18.4,175,230,Germany,51.16,51.6,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G26_VK1602.png,False,LT,0.44,5,46,8483,34.09,2.05,5393,19.04,39,283,0.49,1461,0.59,12.3,0.75,1496,55.86,Leopard,13,566,64.62,416
2283,29.91,479,323,China,50.72,49.38,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch48_BZ_75.png,False,HT,-1.34,10,1096,8415,6.95,1.16,9009,5.36,245,443,0.25,1618,0.87,3.56,0.75,1358,77.19,BZ-75,60,3268,66.38,2142
977,25.1,300,273,Germany,49.42,50.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G136_Tiger_131.png,True,HT,0.99,6,301,8409,7.86,0.88,49169,5.23,121,189,0.25,1183,0.69,3.6,1.07,1025,66.6,Tiger 131,34,1244,68.8,732
1444,20.26,467,286,USSR,47.31,44.34,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R191_Object_283.png,True,MT,-2.97,9,652,8214,6.44,0.81,34817,4.12,167,308,0.21,558,0.42,2.43,0.7,1230,64.06,Obj. 283,44,2116,58.89,820
1230,26.63,330,296,Czech,49.81,50.38,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz19_Vz_44_1.png,False,HT,0.57,7,448,8076,7.05,0.75,3697,4.87,116,202,0.31,983,0.63,3.22,1.24,1091,69.06,Vz. 44-1,39,1645,66.13,854
603,11.47,207,193,France,49.3,49.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F109_AMD_Panhard_178B.png,False,LT,0.35,6,0,8076,7.36,2.11,17985,4.54,43,283,0.29,731,0.38,3.26,0.46,1799,61.71,AMD 178B,11,573,71.75,313
1111,30.33,353,310,USA,50.34,51.97,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/usa-A140_ASTRON_REX_105mm.png,True,MT,1.63,8,377,8016,8.43,1.21,35105,6.32,350,404,0.39,1435,0.97,4.68,0.75,1515,74.93,ASTRON Rex,59,1513,74.02,1364
926,15.66,334,235,USA,48.93,47.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A99_T92_LT.png,True,LT,-1.77,8,2,8012,6.48,2.9,57889,4.6,133,854,0.33,827,0.4,3.41,0.45,1584,71.03,T92,16,925,74.17,506
1553,27.09,443,307,Germany,51.7,52.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G105_T-55_NVA_DDR.png,True,MT,0.89,9,427,8006,10.57,1.48,60945,7.66,426,535,0.56,1716,0.94,5.54,0.67,1664,72.53,T 55A,77,1971,72.36,1668
802,30.44,316,342,France,48.99,48.61,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F89_Canon_dassaut_de_105.png,True,TD,-0.38,8,217,7980,6.83,0.56,61761,4.48,627,233,0.49,1196,0.75,3.32,0.96,1327,65.64,AMX Cda 105,47,1056,74.04,1175
185,40.05,77,362,USSR,49.24,48.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R26_SU-8.png,False,SPG,-0.52,6,1,7915,9.25,0.03,5633,2.25,549,10,0.63,698,0.58,0.2,0.24,520,24.37,SU-8,36,197,8.79,591
468,32.86,189,329,Germany,50.11,49.43,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G41_DickerMax.png,True,TD,-0.68,6,9,7888,5.99,0.49,57105,3.53,387,154,0.49,1182,0.78,2.7,1.05,900,58.9,Dicker Max,27,471,76.6,712
699,36.55,254,324,UK,50.1,52.97,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB74_AT8.png,False,TD,2.87,6,910,7809,11.39,0.57,9553,7.29,136,189,0.46,1159,0.72,4.99,2.19,927,63.94,AT 8,30,1574,68.48,674
1458,19.6,473,276,France,48.75,47.31,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F75_Char_de_25t.png,False,MT,-1.44,9,8,7784,7.81,1.45,5697,5.79,315,452,0.32,1080,0.72,4.22,0.42,1655,74.16,B-C 25 t AP,55,1420,72.94,1156
1279,22.49,461,298,Japan,48.16,45.64,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J13_STA_1.png,False,MT,-2.52,8,122,7747,8.22,0.85,2657,5.29,237,314,0.42,916,0.54,3.63,0.66,1346,64.42,STA-1,42,1398,68.57,825
746,27.54,308,313,UK,49.54,49.73,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB41_Challenger.png,False,TD,0.19,7,23,7746,8.3,0.52,14161,5.1,383,158,0.5,990,0.7,3.72,0.84,1220,61.47,Challenger,34,782,72.98,825
1410,22.55,369,291,France,47.98,47.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F74_AMX_M4_1949_Liberte.png,True,HT,-0.57,8,847,7691,7.82,0.84,62017,5.49,120,253,0.27,1027,0.52,3.44,0.89,1116,70.15,AMX M4 49 L,47,2259,62.6,975
1200,17.65,394,251,USSR,49.86,48.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R109_T54S.png,False,LT,-1.18,9,167,7628,6.04,2.77,18177,4.24,183,851,0.33,982,0.48,3.03,0.52,1748,70.13,T-54 ltwt.,39,1372,71.59,751
960,23.5,315,283,USSR,49.25,48.95,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R23_T-43.png,False,MT,-0.3,7,195,7599,9.01,0.94,6657,5.96,143,264,0.36,900,0.58,3.74,0.9,1320,66.16,T-43,32,1166,62.75,646
945,10.7,359,206,USA,47.09,44.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A97_M41_Bulldog.png,False,LT,-2.74,8,5,7586,4.91,2.5,17953,3.19,92,571,0.15,440,0.27,2.16,0.51,1492,65.01,M41 Bulldog,11,969,67.76,373
671,26.08,239,280,Sweden,51.13,51.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S01_Strv_74_A2.png,True,MT,0.03,6,32,7541,10.64,0.83,51585,7.41,247,187,0.5,1402,0.86,5.69,0.91,1254,69.58,Strv m/42-57,34,695,76.79,802
1295,19.76,456,283,USA,46.67,43.32,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A35_Pershing.png,False,MT,-3.35,8,249,7516,7,0.88,5921,4.59,149,308,0.25,572,0.4,2.76,0.73,1242,65.61,Pershing,37,1578,60.04,632
656,27.22,271,315,Sweden,48.74,47.34,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S06_Ikv_90_Typ_B_Bofors.png,False,TD,-1.4,7,0,7477,6.91,0.38,3969,4.26,348,136,0.41,819,0.56,3.06,0.77,1132,61.56,Ikv 90 B,32,650,71.89,678
634,15.08,233,219,USA,48.28,48.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A94_T37.png,False,LT,-0.24,6,21,7421,7.13,1.89,16673,4.52,88,314,0.25,890,0.42,3.25,0.68,1363,63.38,T37,15,644,71.85,372
1479,24.68,400,300,Germany,49.24,48.12,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G141_VK7501K.png,True,HT,-1.12,8,901,7399,5.55,0.76,56081,3.94,143,252,0.23,1138,0.61,2.48,0.99,1075,70.96,VK 75.01 K,37,2379,63,1098
715,28.27,249,307,USSR,50.05,51.5,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R74_SU100M1.png,False,TD,1.45,7,554,7396,7.91,0.74,10241,5.14,261,200,0.52,1128,0.71,3.73,1.14,1158,64.98,SU-100M1,37,1256,72.66,863
533,19.3,187,253,USSR,49.58,47.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R04_T-34.png,False,MT,-1.62,5,89,7351,10.72,0.92,1,6.28,85,157,0.37,924,0.52,4.38,0.99,1151,58.54,T-34,16,610,69.79,389
602,25.61,248,299,UK,49.64,48.95,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB45_Achilles_IIC.png,False,TD,-0.69,6,31,7350,9.9,0.57,14417,5.94,308,145,0.44,1010,0.66,4.46,1.01,1069,60,Achilles,29,629,75.15,624
509,15.57,177,221,USA,48.56,46.67,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee.png,False,LT,-1.89,5,25,7289,6.55,1.96,9761,4.03,53,267,0.39,903,0.41,2.77,0.86,1387,61.5,Chaffee,17,512,68.84,298
1550,23.85,412,297,USSR,47.36,46.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R73_KV4.png,False,HT,-0.95,8,1144,7150,7.05,0.63,11009,5.04,109,220,0.23,935,0.51,2.96,1.05,1006,71.46,KV-4,46,2701,58.69,939
829,26.69,232,270,USSR,51.38,51.42,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R33_Churchill_LL.png,True,HT,0.04,5,350,7133,19.64,1.01,51713,13.44,73,173,0.5,1591,0.93,9.85,1.57,1007,68.43,Churchill III,24,1124,73.33,716
190,37.77,77,363,USA,46.89,44.15,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A18_M41.png,False,SPG,-2.74,5,1,7119,5.83,0.03,4129,1.1,243,12,0.48,224,0.35,0.11,0.16,397,18.81,M41 HMC,17,189,10.23,273
734,25.13,259,278,USA,49.76,49.55,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A118_M4_Thunderbolt.png,True,MT,-0.21,6,373,7107,12.53,0.95,59681,8.13,149,230,0.36,1078,0.69,5.64,1.36,1128,64.86,Thunderbolt,25,1089,69.35,628
859,20.2,276,256,France,49.2,48.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F06_ARL_44.png,False,HT,-0.67,6,289,7099,6.21,0.83,2625,4.11,100,153,0.22,1165,0.61,3.03,0.94,987,66.26,ARL 44,27,1122,73.76,707
1190,27.11,445,317,France,48.96,47.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F73_M4A1_Revalorise.png,True,MT,-1.66,8,67,6958,6.6,0.67,63041,4.4,405,263,0.32,1144,0.64,2.91,0.69,1246,66.57,M4A1 Rev.,48,1271,66.09,1030
1562,28.95,533,330,France,49.08,49.47,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F64_AMX_50Fosh_B.png,False,TD,0.39,10,565,6908,10.08,0.57,17729,7.37,660,285,0.31,1292,0.91,4.95,0.75,1274,73.19,Foch B,86,2101,67.17,1832
1307,26.52,376,297,UK,48.36,48.51,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB10_Black_Prince.png,False,HT,0.15,7,714,6901,11.14,0.59,3153,7.68,87,212,0.38,741,0.51,4.65,1.32,961,68.87,Black Prince,30,1980,60.61,665
1283,18.85,430,253,Germany,49.52,49.19,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G103_RU_251.png,False,LT,-0.33,9,3,6877,5.72,3.03,18449,4.09,186,926,0.31,954,0.46,2.94,0.56,1746,71.49,Ru 251,33,1223,71.98,713
523,22.45,192,265,Italy,48.66,49.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It11_P43.png,False,MT,0.73,5,181,6847,9.23,0.77,1441,5.59,74,143,0.37,976,0.53,3.81,1.24,1072,60.55,P.43,22,692,68.09,403
1473,21.38,415,290,France,47.23,44.7,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png,False,HT,-2.53,8,457,6843,6.87,0.58,16449,4.82,147,201,0.31,872,0.48,2.91,0.78,1026,70.14,AMX 65 t,40,1936,60.45,866
539,25.76,220,305,Sweden,49.19,47.66,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S08_Ikv_65_Alt_2.png,False,TD,-1.53,6,0,6785,5.96,0.42,3713,3.64,293,114,0.43,972,0.62,2.82,0.88,1130,61.1,Ikv 65 II,28,526,77.4,612
1772,22,526,290,USSR,48.31,45.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R87_T62A.png,False,MT,-2.9,10,449,6774,9.53,1.11,13825,6.85,376,467,0.26,1054,0.69,4.64,0.42,1510,71.88,T-62A,77,2184,67.76,1407
2694,30.41,610,335,Japan,48.98,47.61,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J20_Type_2605.png,False,HT,-1.37,10,2139,6751,6.8,0.71,3937,5.17,211,432,0.26,1193,0.69,2.89,0.9,1137,76.06,Type 5 Heavy,64,4799,55.89,1724
1021,15.4,387,231,Germany,49.43,47.31,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G120_M41_90_GrandFinal.png,True,LT,-2.12,8,6,6745,5.72,2.48,50961,3.77,170,630,0.24,1025,0.46,2.56,0.56,1472,66,M 41 90 GF,35,1020,67.81,641
1485,19.37,543,258,USA,49.26,47.49,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A116_XM551.png,False,LT,-1.77,10,12,6718,5.74,2.5,19489,3.96,307,905,0.26,1129,0.55,2.63,0.47,1835,69,Sheridan,54,1419,66.48,1068
686,28.36,253,319,USSR,50,50.06,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R89_SU122_44.png,True,TD,0.06,7,230,6718,6.46,0.51,55297,3.8,360,158,0.39,1092,0.83,2.6,1.07,1156,58.8,SU-122-44,34,945,68.57,889
1765,29.22,405,324,USSR,48.83,49.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R153_Object_705.png,False,HT,0.26,9,1290,6712,7.12,0.82,20737,5.29,130,319,0.29,1149,0.65,3.17,0.99,1160,74.3,Obj. 705,60,3029,60.01,1342
689,28.03,238,291,France,49.39,51.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F85_M4A1_FL10.png,True,MT,2.14,6,39,6678,12.13,1.01,60993,8.49,279,225,0.68,1448,0.93,6.67,0.79,1370,70.02,M4A1 FL 10,33,716,78.59,856
1655,28.02,398,310,UK,51.54,51.72,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB110_FV4201_Chieftain_Prototype.png,True,HT,0.18,9,864,6655,9,1.19,51793,6.61,251,380,0.33,1580,0.78,4.47,0.6,1335,73.48,Chieftain P.,70,2468,67.65,1678
2093,29.57,497,328,China,49.8,49.68,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch45_WZ_114.png,True,HT,-0.12,9,925,6655,5.97,0.83,60465,4.35,178,346,0.23,1203,0.63,2.84,0.86,1156,72.84,WZ-114,44,2977,65.32,1376
979,20.82,330,268,Italy,48.83,48.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It09_P43_ter.png,False,MT,-0.53,7,182,6542,6.82,1.02,1953,4.35,138,262,0.35,858,0.54,2.9,0.86,1250,63.84,P.43 ter,37,1169,66.69,653
2046,26.48,446,302,USSR,54.26,54.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R110_Object_260.png,True,HT,0.11,10,1430,6507,11.22,1.81,58369,8.84,339,586,0.37,2205,1,6.09,0.34,1605,78.78,Obj. 260,89,3376,68.91,2549
739,23.49,243,274,USA,49.32,48.84,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A36_Sherman_Jumbo.png,False,MT,-0.48,6,436,6455,11.35,0.83,10017,6.93,100,215,0.41,941,0.61,4.15,1.06,1113,61.08,M4A3E2,32,1171,59.81,547
1271,25.86,379,290,France,49.06,51.02,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F07_AMX_M4_1945.png,False,HT,1.96,7,395,6392,7.69,0.84,6977,5.45,120,203,0.37,1170,0.66,3.73,1.25,1117,70.83,AMX M4 45,39,1626,68.52,894
979,14.42,366,228,USSR,48.25,45.75,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R107_LTB.png,False,LT,-2.5,8,102,6373,5.49,2.54,18433,3.71,110,647,0.23,684,0.37,2.62,0.54,1596,67.57,LTTB,16,1118,70.58,477
973,23.99,319,281,Poland,49.94,50.95,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl20_CS_44.png,False,MT,1.01,7,228,6366,7.09,1.11,4241,4.74,194,274,0.37,1143,0.69,3.35,0.97,1334,66.9,CS-44,38,1190,70.73,828
1252,27.02,433,314,UK,47.5,46.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB72_AT15.png,False,TD,-0.78,8,889,6348,9.69,0.44,8529,6.47,210,220,0.4,729,0.53,3.82,1.11,874,66.75,AT 15,46,2184,58.97,841
1313,20.1,382,273,France,47.62,46.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F08_AMX_50_100.png,False,HT,-1.09,8,72,6337,7.45,0.75,3137,5.39,196,183,0.35,950,0.66,3.64,0.61,1212,72.4,AMX 50 100,43,1405,67.54,983
1678,21.24,431,288,USA,47.76,45.95,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A144_M_VI_Y.png,False,HT,-1.81,9,681,6315,8.13,0.83,21281,5.76,158,274,0.22,817,0.47,3.39,0.77,1188,70.86,M-VI-Y,57,2383,58.93,1029
294,39.74,119,346,UK,50.93,50.79,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB28_Bishop.png,False,SPG,-0.14,5,14,6278,11.26,0.06,11089,3.96,445,21,0.81,1198,0.73,0.22,0.45,581,35.19,Bishop,64,280,5.57,574
1691,29.15,375,325,USSR,48.91,48.66,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R63_ST_I.png,False,HT,-0.25,9,1267,6175,7.34,0.76,10753,5.35,134,315,0.4,1097,0.61,3.25,1.07,1152,72.88,ST-I,57,2979,60.78,1293
983,24.37,282,273,Japan,50.66,50.45,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J19_Tiger_I_Jpn.png,True,HT,-0.21,6,302,6146,8.2,0.91,52321,5.59,120,182,0.3,1295,0.74,3.85,1.25,1050,68.19,HT No. VI,35,1258,68.83,780
969,24.93,301,280,UK,48.07,48.08,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB09_Churchill_VII.png,False,HT,0.01,6,467,6113,10.39,0.55,4689,6.92,75,166,0.33,882,0.56,4.48,1.22,887,66.62,Churchill VII,25,1392,64.71,575
2299,37.89,494,349,Germany,53.04,54.8,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G92_VK7201.png,True,HT,1.76,10,1961,6113,7.83,1,58641,6.1,278,489,0.27,2070,1.08,4.04,0.98,1314,77.9,VK 72.01 K,61,4191,66.26,2743
743,27.79,247,293,USA,50.73,52.18,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png,True,TD,1.45,7,758,6066,6.65,0.71,56609,4.52,209,211,0.32,1213,0.73,3.05,1.53,965,67.99,T28 HTC,35,1519,67.51,884
2302,29.61,482,330,USSR,49.51,47.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R169_ST_II.png,False,HT,-2.03,10,1380,6048,9.1,0.84,22273,7.12,214,410,0.27,1397,0.8,4.54,0.73,1224,78.24,ST-II,77,3635,63.72,1858
1439,27.59,397,307,Sweden,48.61,48.26,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S32_Bofors_Tornvagn.png,True,HT,-0.35,8,730,5988,6.54,0.75,54657,4.74,142,252,0.28,1164,0.63,3.11,1.07,1106,72.38,Tornvagn,41,2112,65.58,1137
2353,23.36,573,299,UK,47.29,44.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB13_FV215b.png,True,HT,-3.02,10,846,5946,8.38,0.78,6225,6.32,248,357,0.23,965,0.56,3.71,0.75,1128,75.48,FV215b,79,3099,58.64,1414
1820,28.42,486,311,China,49.84,50.92,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch19_121.png,False,MT,1.08,10,633,5940,9.06,1.23,4145,6.67,415,523,0.35,1651,0.91,4.76,0.52,1634,73.6,121,83,2381,71.45,1944
1358,27.59,318,301,USSR,49.44,51.31,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R134_Object_252U.png,True,HT,1.87,8,1001,5930,6.71,0.88,49665,4.9,125,261,0.27,1321,0.74,3.21,1.13,1205,72.99,Obj. 252U,45,2363,65.49,1281
1347,21.84,350,290,USSR,47.97,47.36,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R139_IS_M.png,False,HT,-0.61,8,827,5920,6.28,0.7,20481,4.48,99,214,0.28,911,0.51,2.53,1.12,1024,71.47,IS-M,42,2203,56.47,911
1102,23.05,315,276,Poland,48.89,48.54,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl11_45TP_Habicha.png,False,HT,-0.35,7,364,5805,6.32,0.82,2705,4.4,106,185,0.32,946,0.6,2.9,0.99,1111,69.55,45TP,38,1449,66.01,810
1191,25.23,371,291,USSR,50.24,50.5,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R122_T44_100.png,True,MT,0.26,8,278,5803,9.91,1.43,61953,6.91,297,431,0.43,1528,0.84,4.95,0.63,1656,69.69,T-44-100,63,1489,71.64,1175
1490,34.05,425,333,Germany,54.55,56,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png,True,MT,1.45,9,646,5742,12.01,1.63,47121,8.96,547,611,0.58,1911,1.13,6.68,0.62,1755,74.59,Kpz 50 t,86,2090,74.61,2028
606,33.64,239,339,Germany,49.36,48.28,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G109_Steyr_WT.png,True,TD,-1.08,7,0,5711,8.33,0.4,61713,5.19,440,160,0.51,1035,0.68,3.73,1.03,1038,62.26,Steyr WT,36,584,71.94,821
777,16.89,269,237,USA,50.74,49.12,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A103_T71E1.png,False,LT,-1.62,7,5,5697,8.5,2.32,15649,5.9,154,476,0.26,1250,0.64,4.34,0.8,1520,69.49,T71 DA,22,781,73.51,617
1853,27.69,489,315,Japan,48.7,47.66,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J25_Type_4.png,False,HT,-1.04,9,1490,5670,5.02,0.58,4193,3.61,145,291,0.18,905,0.52,1.97,1.06,948,71.81,Type 4 Heavy,41,3374,54.71,1096
2049,25.44,440,302,China,49.4,48.36,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_5A.png,False,HT,-1.04,10,1038,5637,8.63,1.2,6193,6.61,240,434,0.3,1454,0.77,4.19,0.63,1361,76.52,WZ-111 5A,70,3039,63.47,1913
1431,26.78,346,297,USSR,48.44,49.52,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R61_Object252_BF.png,True,HT,1.08,8,940,5635,7.52,0.94,49409,5.48,106,259,0.27,1176,0.74,3.22,0.97,1179,72.89,IS-6 B,48,2371,58.81,1147
609,16.15,200,222,USSR,49.04,48.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R101_MT25.png,False,LT,-0.08,6,62,5586,7.42,2.41,16641,4.79,66,407,0.33,950,0.44,3.51,0.87,1566,64.53,MT-25,11,664,73.37,353
730,25.12,266,284,UK,50.32,49.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB95_Ekins_Firefly_M4A4.png,True,MT,-1.02,6,75,5574,10.34,0.79,57169,6.35,241,196,0.66,1149,0.75,5.01,1.12,1151,61.4,Firefly VC,28,800,78.91,708
1411,23.34,358,286,USA,49.46,48.57,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K_GF.png,True,HT,-0.89,8,1063,5539,8.49,1.13,58657,6.34,136,283,0.24,1265,0.63,3.81,0.85,1154,74.6,Chrysler GF,53,2466,60.09,1148
1245,24.48,429,301,Japan,49.06,48.25,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J18_STA_2_3.png,True,MT,-0.81,8,139,5530,8.92,1.18,52065,6.06,303,387,0.5,1218,0.63,4.24,0.66,1490,67.92,STA-2,49,1381,69.9,967
1640,21.25,474,292,France,48.59,47.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F09_AMX_50_120.png,False,HT,-0.87,9,137,5458,7.8,0.77,3905,5.84,294,222,0.39,1209,0.73,4.01,0.47,1273,74.91,AMX 50 120,64,1803,68.74,1399
1417,19.17,397,276,USA,47.29,45.55,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A117_T26E5.png,True,HT,-1.74,8,575,5421,8.33,0.93,58913,5.7,113,273,0.28,706,0.42,3.3,0.71,1093,68.45,T26E5,43,2007,57.91,756
2022,27.89,476,315,USA,49.81,47.95,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A143_M_V_Y.png,False,HT,-1.86,10,1002,5410,11.26,1.06,21537,8.55,282,428,0.47,1426,0.77,5.23,0.65,1406,75.89,M-V-Y,91,2951,61.2,1850
